product_name,product_price,product_data,product_rateing,img_link
"CRAYOTALK P01 Combo Wireless Bluetooth Headphones, Headset with Mic and Sound Button Earphone for Mi Note 5/6/7 Pro, 6A, Y2, A2, A1, Y3 All Smartphones (Black)",349," Get it by Sunday, June 27FREE Delivery",4.1 out of 5 stars,https://m.media-amazon.com/images/I/31Bs22mwW1L._AC_UY218_.jpg
"Boult Audio ProBass Thunder Over-Ear Wireless Bluetooth Headphones with Mic, Headset with Passive Noise Cancellation & Long Battery Life","1,199"," Get it by Friday, June 25FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/81bgqR0BQhL._AC_UY218_.jpg
"Sony WH-CH710N Noise Cancelling Wireless Headphones : Bluetooth Over The Ear Headset with Mic for Phone-Call, 35 Hours Battery Life, Quick Charge and Google Assitant - Black","7,990"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/61N6Ai7RkJL._AC_UY218_.jpg
"MYXR+ Active Noise Cancelling(ANC) Wireless Headphones MX36 (Platinum) : 50 Hours Battery, Qualcomm 5.0 Bluetooth Chip, Type-C Fast Charging","6,499"," Get it by Saturday, June 26FREE Delivery by Amazon",3.5 out of 5 stars.,https://m.media-amazon.com/images/I/71012pZfQlL._AC_UY218_.jpg
Shure SRH440 Professional Studio Headphones (Black),"7,099"," Get it by Friday, June 25FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/61pWKM+z90L._AC_UY218_.jpg
"Boult Audio ProBass Ranger Over-Ear Wireless Bluetooth Headphones with Microphone, Headset with Noise Cancellation & Long Battery Life","1,799"," Get it by Thursday, June 24FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/811f+DPKP-L._AC_UY218_.jpg
Razy HBS-730 Neckband Bluetooth Headphones Wireless Sport Stereo Headsets Handsfree with Microphone for Android(1 Year Warranty),299,"Get it Friday, June 25 - Saturday, June 26₹60 shipping",3.6 out of 5 stars,https://m.media-amazon.com/images/I/41CUaZThC4L._AC_UY218_.jpg
Nx100 Stereo Headset With Foldable Microphone,557," Get it by Tomorrow, June 22FREE Delivery by Amazon",4.5 out of 5 stars,https://m.media-amazon.com/images/I/718AZQ0GRFL._AC_UY218_.jpg
Vivo High Bass Wired Earphone with mic for Vivo Y93,249,"Get it Friday, June 25 - Saturday, June 26₹90 shipping",3.8 out of 5 stars,https://m.media-amazon.com/images/I/31UtVbPReqS._AC_UY218_.jpg
"Wireless Bluetooth Headphones Earphone For OnePlus 8 Pro Neckband Earphone Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, 12Hrs Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds Bluetooth Neckband with Vibration Alert for Calls, in-Ear Wireless Earphones with 12 Hour Battery Life, Fast Charging & in-Built Mic, IPX5 Sweatproof Headphones (Color As per Available)",899," Get it by Saturday, June 26FREE Delivery",3.0 out of 5 stars,https://m.media-amazon.com/images/I/51CbnLe0AXS._AC_UY218_.jpg
"pTron Tangent Lite Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, 6Hrs Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds, Voice Assistant & Mic - (Black & Green)",599," Get it by Monday, June 28FREE Delivery by Amazon",3.5 out of 5 stars,https://m.media-amazon.com/images/I/61H2AtoBZdL._AC_UY218_.jpg
"ZEBRONICS Zeb-Grace U USB Headphone with Mic, for PC/Laptops, Adjustable Headband & Mic, Cushion Earcups, LED Indicators, Multifunction Control Pod, Black","1,229"," Get it by Sunday, June 27FREE Delivery",3.5 out of 5 stars,https://m.media-amazon.com/images/I/61cpv9RSEEL._AC_UY218_.jpg
Tool Point Wireless Neckband for Real_me Bluetooth Classic Buds Wireless in-Ear Sports Magnetic Bluetooth Headphone Headset with mic (Yellow),549," Get it by Saturday, June 26FREE Delivery",2.5 out of 5 stars,https://m.media-amazon.com/images/I/513rAEpS-BS._AC_UY218_.jpg
"Boult Audio ProBass FluidX Over-Ear Unbreakable Wireless Bluetooth Headphones with Microphone, Headset with Passive Noise Cancellation & Long Battery Life","1,099",FREE Delivery by Amazon,2.0 out of 5 stars,https://m.media-amazon.com/images/I/81BrGPH+g1L._AC_UY218_.jpg
Zebronics Zeb-Bang Bluetooth Headphone with Voice Assistant (Orange),849," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71YDoi-vKYL._AC_UY218_.jpg
"ALWAYS TREND Frozen Kids Wire Headphone 3.5mm Jack Bass Booster Foldable Adjustable On-Ear Headphones for School, Compatible with Cellphones, Tablets, PC (Pack of 1)",425,"Get it Tuesday, June 29 - Wednesday, June 30₹75 shipping",3.7 out of 5 stars,https://m.media-amazon.com/images/I/61JEfSuXR4L._AC_UY218_.jpg
Azotiquee Multi Fur Over Ear Wired Headphones with Adjustable Headband 3.5 mm Jack & Mic for Kids Birthday Gifts,599,"Get it Friday, June 25 - Saturday, June 26₹45 shipping",4.6 out of 5 stars,https://m.media-amazon.com/images/I/41BhpbAi3pL._AC_UY218_.jpg
Mingpai Storm F9 Wireless Earbuds Bluetooth 5.1 with Charging Case LED Battery Display 220H Standby IPX7 Waterproof TWS Stereo Headphones in Ear Built in Mic Headset Deep Bass Hi-Fi Sound for Sport,949," Get it by Saturday, June 26FREE Delivery",3.9 out of 5 stars,https://m.media-amazon.com/images/I/71Kikq3jTwS._AC_UY218_.jpg
Boult Audio BassBuds Storm in-Ear Wired Earphones with Mic and Full Metal Body for Extra Bass & HD Sound with Passive Noise Cancellation (Black),349,FREE Delivery over ₹499. Fulfilled by Amazon,3.9 out of 5 stars,https://m.media-amazon.com/images/I/7170KkO3wdL._AC_UY218_.jpg
"RPM Euro Games 4D Premium Gaming Headphones with Mic for Mobile, Tablet, PC, PS4, Xbox One - Red",799,FREE Delivery by Amazon,3.8 out of 5 stars,https://m.media-amazon.com/images/I/51vDPMETGMS._AC_UY218_.jpg
Cabriza DF56 Wired On-The Ear High Bass Solo hd Headphone with 3.5mm Audio Jack Supported Compatible with All Smartphone & Other Devices(Multi-Color),229,"Get it Saturday, June 26 - Sunday, June 27₹80 shipping",4.1 out of 5 stars,https://m.media-amazon.com/images/I/418cKS7kFeL._AC_UY218_.jpg
"Boult Audio ProBass FluidX Over-Ear Unbreakable Wireless Bluetooth Headphones with Microphone, Headset with Passive Noise Cancellation & Long Battery Life","1,099",FREE Delivery by Amazon,3.8 out of 5 stars,https://m.media-amazon.com/images/I/81BrGPH+g1L._AC_UY218_.jpg
"pTron Tangentbeat Bluetooth 5.0 Wireless Headphones with Deep Bass, Ergonomic Design, IPX4 Sweat/Waterproof Neckband, Magnetic Earbuds, Voice Assistant, Passive Noise Cancelation & Mic - (Black & Red)",799," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/51-tUZahTIL._AC_UY218_.jpg
"Boult Audio ProBass Thunder Over-Ear Wireless Bluetooth Headphones with Mic, Headset with Passive Noise Cancellation & Long Battery Life","1,199"," Get it by Friday, June 25FREE Delivery by Amazon",4 Stars & Up,https://m.media-amazon.com/images/I/81bgqR0BQhL._AC_UY218_.jpg
"Sony WH-CH710N Noise Cancelling Wireless Headphones : Bluetooth Over The Ear Headset with Mic for Phone-Call, 35 Hours Battery Life, Quick Charge and Google Assitant - Black","7,990"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3 Stars & Up,https://m.media-amazon.com/images/I/61N6Ai7RkJL._AC_UY218_.jpg
